 Molecules IDs (A, B) at every time frame where the distance H_{A}O_{B} is less than 2.45 Angs 

 no. of trajectory at every 10 fs	molecule ID A	molecule ID B	distance O_{B}O_{A} (A)	distance H_{A}O_{B} (A)
          37          88         101  0.518224776       1.70644522    
          37          89          92  0.909678698       1.57607746    
          37          91         154   1.43898630       1.75260913    
          37          92         105   1.11417794       1.72412276    
          37          93          96  0.321856469       1.65001118    
          37          95         158   1.11520135       1.72817278    
          37          96         109  0.885010481       1.65415668    
          37          97         100  0.673114359       1.60574615    
          37          99         162  0.907915354       1.58941579    
          37         100         113  0.816608131       1.62473977    
          37         101         104  0.811600685       1.65431178    
          37         103         166   1.40676939       1.63814712    
          37         104         117   1.37461591       1.59174645    
          37         105         108  0.506614149       1.66537499    
          37         107         170   1.21396804       1.66332483    
          37         108         121  0.892553508       1.59394956    
          37         109         112   1.19977415       1.64664364    
          37         111         174   1.51960456       1.57792497    
          37         112         125  0.778615654       1.56291509    
          37         113         116  0.907248020       1.58813202    
          37         115         178   1.95164442       1.72962165    
          37         117         120   1.34130883       1.61834562    
          37         119         182   1.29885304       1.58051956    
          37         121         124   1.05003643       1.62624848    
          37         123         186   1.47312093       1.69815528    
          37         125         128  0.926366925       1.87428474    
          37         127         190   1.21507978       1.60613585    
          37         129         132   1.07350457       1.63772309    
          37         131         194  0.898539662       1.67559612    
          37         132         145  0.687459528       1.69385815    
          37         133         136  0.612690270       1.68878067    
          37         135         198  0.379330456       1.54444969    
          37         136         149   1.03446567       1.53677678    
          37         137         140   1.98940146       1.76644242    
          37         139         202   1.26341176       1.67768884    
          37         140         153   1.10436869       1.71071768    
          37         141         144   1.42534554       1.70296466    
          37         143         206   1.25828302       1.69207263    
          37         144         157  0.828129530       1.69831371    
          37         145         148   1.19182551       1.67969811    
          37         147         210   1.11327028       1.62698460    
          37         148         161  0.986688673       1.73801422    
          37         149         152   2.04601240       1.59393358    
          37         151         214   1.48369253       1.69815826    
          37         152         165   1.34216201       1.67493176    
          37         153         156  0.514075398       1.61099410    
          37         155         218  0.766117156       1.61175239    
          37         156         169  0.226734370       1.64802730    
          37         157         160  0.892183542       1.69057691    
          37         159         222   1.45178449       1.68705833    
          37         160         173   1.37853491       1.58483458    
          37         161         164  0.819490552       1.71759558    
          37         163         226  0.647460878       1.52907515    
          37         164         177  0.946785808       1.66903687    
          37         165         168  0.780177414       1.67388177    
          37         167         230   1.00655830       1.60909390    
          37         168         181   1.08794308       1.64667273    
          37         169         172  0.262666225       1.67535329    
          37         171         234   1.18266463       1.65920758    
          37         172         185   1.34975863       1.62453926    
          37         173         176  0.843398869       1.73760700    
          37         175         238   1.07881522       1.79247105    
          37         176         189   1.00339508       1.63647985    
          37         177         180  0.864109337       1.70329785    
          37         179         242   1.06803870       1.73965549    
          37         181         184  0.993910372       1.62557185    
          37         183         246   1.48266017       1.55550671    
          37         185         188   1.32079077       1.62904871    
          37         187         250   1.61229610       1.50081098    
          37         189         192   1.57186139       1.65896893    
          37         191         254   1.13500321       1.74092841    
          37         193         196   2.26951742       1.69940209    
          37         196         209   1.03286505       1.67968404    
          37         197         200   1.14998186       1.57377362    
          37         200         213   1.34315145       1.72530711    
          37         201         204   1.59840930       1.60559118    
          37         204         217  0.859309137       1.61134636    
          37         205         208   1.48334408       1.63583565    
          37         208         221   1.27040231       1.71885478    
          37         209         212  0.562855065       1.62434232    
          37         212         225   1.14348030       1.66802824    
          37         213         216   1.40347886       1.62857759    
          37         216         229   1.04766202       1.61607206    
          37         217         220   6.57652542E-02   1.60475719    
          37         220         233  0.648081958       1.62942100    
          37         221         224  0.696314871       1.67316413    
          37         224         237  0.568038464       1.62111783    
          37         225         228   1.86500847       1.64256120    
          37         228         241   1.24036908       1.68578172    
          37         229         232  0.624956608       1.60282671    
          37         232         245   1.36772370       1.62308061    
          37         233         236  0.897096038       1.70594978    
          37         236         249   1.33836448       1.69467449    
          37         237         240  0.920452654       1.58991635    
          37         240         253   1.09432900       1.65707028    
          37         241         244  0.647338629       1.61459398    
          37         245         248   1.15863729       1.57445467    
          37         249         252  0.990205348       1.76194215    
          37         253         256   1.22190833       1.65581775    
          38           1           4   1.45361841       1.66869962    
          38           3          66   1.25662291       1.73763144    
          38           4          17   1.51312292       1.74908280    
          38           5           8  0.611746669       1.65777826    
          38           7          70  0.763402462       1.65869653    
          38           8          21  0.860049963       1.67506731    
          38           9          12   1.15472710       1.70723283    
          38          11          74  0.646649003       1.75733578    
          38          12          25   1.13925290       1.73429322    
          38          13          16   1.37640011       1.64569080    
          38          15          78   1.58125603       1.56227899    
          38          16          29  0.562490404       1.66002631    
          38          17          20  0.916446984       1.61728084    
          38          19          82   1.33592558       1.72250652    
          38          20          33  0.807681322       1.54537988    
          38          21          24   1.05177259       1.76516354    
          38          22         199  0.604326367       1.58476114    
          38          23          86   1.01396096       1.52172470    
          38          24          37   1.51684523       1.75108385    
          38          25          28   1.20615339       1.67096424    
          38          27          90   1.14003801       1.56514084    
          38          28          41  0.903046250       1.67644131    
          38          29          32   1.05128729       1.57448530    
          38          31          94   1.05961537       1.71765769    
          38          32          45   1.30829072       1.69279635    
          38          33          36   1.08909810       1.57256985    
          38          35          98  0.759949327       1.69183302    
          38          36          49  0.920985341       1.73190928    
          38          37          40   1.49949181       1.60683799    
          38          38         215  0.503488898       1.67794359    
          38          39         102   1.97273564       1.75046659    
          38          40          53   1.15318882       1.74087632    
          38          41          44   1.03974974       1.80403006    
          38          43         106  0.912785769       1.63707018    
          38          44          57   1.59407556       1.71022201    
          38          45          48   1.10380995       1.64151657    
          38          47         110   1.06478715       1.63312852    
          38          48          61   1.15115380       1.62956953    
          38          49          52   1.03761983       1.75404370    
          38          51         114   1.13449860       1.70211768    
          38          53          56   1.00122213       1.78514314    
          38          55         118   1.12239659       1.65405238    
          38          57          60   1.21250808       1.66066802    
          38          59         122  0.801286757       1.55579174    
          38          61          64   1.65016305       1.72780943    
          38          63         126   1.06161153       1.75910735    
          38          65          68  0.730885684       1.70968151    
          38          67         130   1.37359595       1.81038666    
          38          68          81  0.677618027       1.68208635    
          38          69          72  0.246588334       1.65061724    
          38          71         134  0.451661676       1.62497759    
          38          72          85   1.22100401       1.75375116    
          38          73          76   1.40063202       1.64576566    
          38          75         138  0.392992586       1.55752444    
          38          76          89  0.818413556       1.56328201    
          38          77          80   1.18318653       1.71590769    
          38          79         142   1.27247870       1.84205890    
          38          80          93  0.658793986       1.65951312    
          38          81          84  0.910834968       1.69901574    
          38          83         146   2.43742251       1.79409516    
          38          84          97  0.902974784       1.64194465    
          38          85          88   1.21337104       1.73117137    
          38          87         150   1.27359855       1.68049121    
          38          88         101  0.464127064       1.58874583    
          38          89          92  0.888794780       1.60057616    
          38          91         154   1.46865118       1.72332251    
          38          92         105   1.11818373       1.66032231    
          38          93          96  0.271362215       1.59833479    
          38          95         158   1.13396096       1.72447169    
          38          96         109  0.816030025       1.68053877    
          38          97         100  0.634392560       1.56816912    
          38          99         162  0.965026796       1.61652422    
          38         100         113  0.888057292       1.65848947    
          38         101         104  0.717250824       1.69030011    
          38         103         166   1.33969414       1.64322329    
          38         104         117   1.27676177       1.66543555    
          38         105         108  0.524163008       1.71218550    
          38         107         170   1.22233784       1.69329691    
          38         108         121  0.958549201       1.60788655    
          38         109         112   1.20379794       1.59442377    
          38         111         174   1.54420006       1.69717240    
          38         112         125  0.795172572       1.63988483    
          38         113         116  0.934950531       1.61504006    
          38         115         178   1.85394132       1.58084202    
          38         117         120   1.33774173       1.63918650    
          38         119         182   1.41383088       1.66096330    
          38         121         124   1.06215751       1.66895580    
          38         123         186   1.44450986       1.73074973    
          38         125         128  0.862438500       1.77213228    
          38         127         190   1.10427463       1.59615099    
          38         129         132   1.00277567       1.73718286    
          38         131         194  0.987182498       1.71979499    
          38         132         145  0.643932641       1.71549284    
          38         133         136  0.608157694       1.62969387    
          38         135         198  0.388788700       1.53368974    
          38         136         149   1.04769671       1.70671344    
          38         137         140   1.94868267       1.67759573    
          38         139         202   1.29798257       1.73973191    
          38         140         153   1.03630412       1.68896353    
          38         141         144   1.35356116       1.63513446    
          38         143         206   1.19521177       1.65457618    
          38         144         157  0.804587901       1.71442044    
          38         145         148   1.27792299       1.63858128    
          38         147         210   1.09985268       1.65383196    
          38         148         161   1.02651215       1.73350334    
          38         149         152   2.16852736       1.60658836    
          38         151         214   1.49803364       1.75300324    
          38         152         165   1.39161384       1.65545344    
          38         153         156  0.445351750       1.65621829    
          38         155         218  0.780150950       1.65259266    
          38         156         169  0.258003205       1.64963841    
          38         157         160  0.856681108       1.64312291    
          38         159         222   1.49516773       1.70058870    
          38         160         173   1.38844740       1.73564184    
          38         161         164  0.767607152       1.65807056    
          38         163         226  0.676261902       1.64372206    
          38         164         177  0.921465158       1.66944563    
          38         165         168  0.807187855       1.67378044    
          38         167         230   1.06619203       1.69235849    
          38         168         181   1.19319165       1.70635891    
          38         169         172  0.332597375       1.67603064    
          38         171         234   1.21802986       1.65909576    
          38         172         185   1.36966467       1.69938302    
          38         173         176  0.892839313       1.72021651    
          38         175         238   1.08609796       1.66808629    
          38         176         189  0.949719429       1.66578043    
          38         177         180  0.866615117       1.69023478    
          38         179         242   1.11151111       1.67881155    
          38         181         184   1.02457297       1.57709050    
          38         183         246   1.49767852       1.66069484    
          38         185         188   1.38719535       1.63313162    
          38         187         250   1.63575673       1.54108739    
          38         189         192   1.54245245       1.64969349    
          38         191         254   1.12949944       1.68614757    
          38         193         196   2.26251388       1.70320392    
          38         196         209   1.06961131       1.67514014    
          38         197         200   1.06831956       1.61625707    
          38         200         213   1.26182938       1.66794169    
          38         201         204   1.50691533       1.58926058    
          38         204         217  0.885873556       1.61737835    
          38         205         208   1.46172512       1.71216464    
          38         208         221   1.27947080       1.76085770    
          38         209         212  0.549478710       1.63442612    
          38         212         225   1.08601046       1.63426423    
          38         213         216   1.42241192       1.65293825    
          38         216         229   1.12952578       1.65457702    
          38         217         220  0.168134674       1.55959129    
          38         220         233  0.725228250       1.61031187    
          38         221         224  0.782959044       1.66101146    
          38         224         237  0.651190698       1.68672407    
          38         225         228   1.89799857       1.64768684    
          38         228         241   1.29099047       1.65890527    
          38         229         232  0.755396903       1.56066906    
          38         232         245   1.43550420       1.66194057    
          38         233         236  0.911285043       1.63536620    
          38         236         249   1.23562169       1.71696281    
          38         237         240  0.894505918       1.57914150    
          38         240         253   1.07579231       1.64268732    
          38         241         244  0.687884033       1.70147538    
          38         245         248   1.16286933       1.62205672    
          38         249         252  0.933323503       1.69353414    
          38         253         256   1.24428046       1.74669325    
          39           1           4   1.42778659       1.71854115    
          39           3          66   1.35794830       1.82275414    
          39           4          17   1.54822302       1.69392717    
          39           5           8  0.569020450       1.70349491    
          39           7          70  0.650843799       1.68383336    
          39           8          21  0.838967502       1.64258528    
          39           9          12   1.19328952       1.71480846    
          39          11          74  0.589437664       1.74939346    
          39          12          25   1.07422149       1.69810426    
          39          13          16   1.48175240       1.68375111    
          39          15          78   1.58852482       1.63145316    
          39          16          29  0.618373334       1.66072786    
          39          17          20  0.869458318       1.62552440    
          39          19          82   1.29077160       1.73409212    
          39          20          33  0.759618521       1.60334826    
          39          21          24   1.02451515       1.79087555    
          39          22         199  0.592311144       1.58870852    
          39          23          86  0.963739157       1.61413121    
          39          24          37   1.47958016       1.68905389    
          39          25          28   1.14348114       1.59300113    
          39          27          90   1.17862594       1.55360365    
          39          28          41  0.927412927       1.59223938    
          39          29          32   1.12633860       1.61706769    
          39          31          94   1.00107920       1.72781336    
          39          32          45   1.30099010       1.64861274    
          39          33          36   1.06353462       1.59732246    
          39          35          98  0.799409449       1.68537056    
          39          36          49  0.944300294       1.69002450    
          39          37          40   1.51222241       1.65957820    
          39          38         215  0.489068598       1.68003750    
          39          39         102   1.84617615       1.68565488    
          39          40          53   1.19819987       1.71125817    
          39          41          44   1.07479465       1.76254249    
          39          43         106  0.939509571       1.60833442    
          39          44          57   1.64243281       1.67163837    
          39          45          48   1.03951979       1.67569864    
          39          47         110   1.07891679       1.63427007    
          39          48          61   1.14637017       1.72730017    
          39          49          52   1.02689123       1.68180454    
          39          51         114   1.13362229       1.63379347    
          39          53          56   1.05164242       1.70409036    
          39          55         118   1.08813882       1.65145040    
          39          57          60   1.26812303       1.67997515    
          39          59         122  0.820823610       1.65083206    
          39          61          64   1.67755711       1.64157712    
          39          63         126   1.00983381       1.69870830    
          39          65          68  0.812777579       1.70039332    
          39          67         130   1.41843939       1.81946170    
          39          68          81  0.727347493       1.73886728    
          39          69          72  0.250108331       1.68086433    
          39          71         134  0.334112078       1.70469034    
          39          72          85   1.22683990       1.71176076    
          39          73          76   1.36843812       1.71723640    
          39          75         138  0.352443904       1.59330940    
          39          76          89  0.801089346       1.60402632    
          39          77          80   1.14983976       1.69722259    
          39          79         142   1.24701428       1.69898129    
          39          80          93  0.705010891       1.63498664    
          39          81          84  0.909287214       1.69532025    
          39          83         146   2.49135923       1.81167364    
          39          84          97  0.825879753       1.65550363    
          39          85          88   1.14649153       1.71810257    
          39          87         150   1.20112360       1.67393911    
          39          88         101  0.438865066       1.59243989    
          39          89          92  0.931006908       1.66153717    
          39          91         154   1.45255911       1.68831074    
          39          92         105   1.16409910       1.70474875    
          39          93          96  0.262393713       1.68008041    
          39          95         158   1.10321081       1.83445370    
          39          96         109  0.788303494       1.68374574    
          39          97         100  0.637697875       1.62533092    
          39          99         162   1.12438703       1.62812269    
          39         100         113  0.974202573       1.69053721    
          39         101         104  0.654832959       1.62064254    
          39         103         166   1.32108808       1.66937256    
          39         104         117   1.22600484       1.54414058    
          39         105         108  0.500787437       1.67375278    
          39         107         170   1.23484540       1.64627659    
          39         108         121  0.977322876       1.65857601    
          39         109         112   1.24509573       1.55318475    
          39         111         174   1.54562724       1.68386126    
          39         112         125  0.824764788       1.68853235    
          39         113         116  0.984863400       1.59607661    
          39         115         178   1.77933228       1.54662955    
          39         117         120   1.34914827       1.69189847    
          39         119         182   1.54169595       1.65219057    
          39         121         124   1.10357583       1.70820403    
          39         123         186   1.33653581       1.69761670    
          39         125         128  0.804693639       1.69039989    
          39         127         190   1.01856041       1.53057468    
          39         129         132  0.932246566       1.69653308    
          39         131         194   1.00880480       1.76211202    
          39         132         145  0.641496181       1.65901721    
          39         133         136  0.668115139       1.59348893    
          39         135         198  0.395828754       1.50395906    
          39         136         149   1.10488081       1.57761359    
          39         137         140   1.90522850       1.65253818    
          39         139         202   1.30272830       1.73798001    
          39         140         153  0.993655980       1.67840838    
          39         141         144   1.26716638       1.60132718    
          39         143         206   1.12575805       1.69870353    
          39         144         157  0.779414296       1.72882092    
          39         145         148   1.39961863       1.58799982    
          39         147         210   1.06732690       1.67712474    
          39         148         161   1.05142975       1.66757357    
          39         149         152   2.24166465       1.59591568    
          39         151         214   1.53573787       1.73431742    
          39         152         165   1.40398598       1.74580824    
          39         153         156  0.418243855       1.63244271    
          39         155         218  0.759810567       1.63605523    
          39         156         169  0.295439839       1.73296475    
          39         157         160  0.877551734       1.70345676    
          39         159         222   1.51257610       1.67245293    
          39         160         173   1.45030284       1.72455215    
          39         161         164  0.717757106       1.73097801    
          39         163         226  0.723493814       1.68516660    
          39         164         177  0.868815303       1.66167724    
          39         165         168  0.811444581       1.64322054    
          39         167         230   1.12242138       1.71654034    
          39         168         181   1.28046834       1.63997900    
          39         169         172  0.375523031       1.67641628    
          39         171         234   1.23068452       1.66891682    
          39         172         185   1.35508907       1.64924467    
          39         173         176  0.973256111       1.68553221    
          39         175         238   1.06950057       1.63657546    
          39         176         189  0.974331439       1.69257939    
          39         177         180  0.789059222       1.70573676    
          39         179         242   1.16146863       1.69465280    
          39         181         184   1.08435202       1.58877754    
          39         183         246   1.49079537       1.67228162    
          39         185         188   1.42767632       1.64158773    
          39         187         250   1.67415965       1.61729813    
          39         189         192   1.57551682       1.62913942    
          39         191         254   1.08667123       1.66498935    
          39         193         196   2.22520280       1.74861825    
          39         196         209   1.04938984       1.76577568    
          39         197         200   1.03685582       1.61778450    
          39         200         213   1.22934151       1.63205183    
          39         201         204   1.46005011       1.60844648    
          39         204         217  0.932656229       1.61051238    
          39         205         208   1.44556046       1.62960899    
          39         208         221   1.24952996       1.74135554    
          39         209         212  0.576363564       1.62816942    
          39         212         225   1.08889782       1.66074967    
          39         213         216   1.49640322       1.61131418    
          39         216         229   1.26057398       1.71145439    
          39         217         220  0.257358968       1.74951112    
          39         220         233  0.739314914       1.65513468    
          39         221         224  0.839034796       1.63692605    
          39         224         237  0.709906042       1.71339774    
          39         225         228   1.91796231       1.72508419    
          39         228         241   1.34405994       1.69664836    
          39         229         232  0.880548120       1.51933515    
          39         232         245   1.47157323       1.70079815    
          39         233         236  0.890908301       1.64566684    
          39         236         249   1.18026614       1.69958079    
          39         237         240  0.861192226       1.66916263    
          39         240         253   1.11477518       1.62882185    
          39         241         244  0.713936448       1.64868724    
          39         245         248   1.19096327       1.58047426    
          39         249         252  0.922801495       1.60828924    
          39         253         256   1.32309842       1.66887534    
          40           1           4   1.35335386       1.70238590    
          40           3          66   1.43417621       1.76253724    
          40           4          17   1.53330517       1.70131898    
          40           5           8  0.538091063       1.64654791    
          40           7          70  0.566702962       1.64072311    
          40           8          21  0.836235762       1.65136027    
          40           9          12   1.24392736       1.75982904    
          40          11          74  0.535882652       1.68703020    
          40          12          25   1.01085913       1.84182596    
          40          13          16   1.56524026       1.64931977    
          40          15          78   1.62342024       1.58240354    
          40          16          29  0.680364966       1.69179463    
          40          17          20  0.808239281       1.66511929    
          40          19          82   1.27839541       1.67949343    
          40          20          33  0.686015010       1.61914301    
          40          21          24   1.05266953       1.79944551    
          40          22         199  0.560817242       1.65145326    
          40          23          86  0.956414223       1.63792086    
          40          24          37   1.49560523       1.67151535    
          40          25          28   1.07106364       1.58827043    
          40          27          90   1.24812102       1.57993519    
          40          28          41  0.965122998       1.61962318    
          40          29          32   1.18964183       1.65739870    
          40          31          94  0.984196067       1.57859778    
          40          32          45   1.32046866       1.60792685    
          40          33          36  0.986844301       1.52921999    
          40          35          98  0.786821008       1.66703713    
          40          36          49  0.897162497       1.71597779    
          40          37          40   1.50455105       1.66864324    
          40          38         215  0.476805568       1.72891533    
          40          39         102   1.71172690       1.72322845    
          40          40          53   1.18888450       1.82336915    
          40          41          44   1.15887189       1.76917589    
          40          43         106  0.975347340       1.65685952    
          40          44          57   1.72167742       1.77305067    
          40          45          48  0.989182889       1.65178931    
          40          47         110   1.07868886       1.56714988    
          40          48          61   1.13586175       1.73129678    
          40          49          52  0.991457045       1.74865508    
          40          51         114   1.09770119       1.60550201    
          40          53          56   1.08999503       1.68226969    
          40          55         118   1.06739128       1.63693368    
          40          57          60   1.35723686       1.67804027    
          40          59         122  0.881596208       1.62205446    
          40          61          64   1.65946722       1.61714184    
          40          63         126  0.989948452       1.72704482    
          40          65          68  0.896611154       1.68835771    
          40          67         130   1.50703764       1.77796626    
          40          68          81  0.788228333       1.68741012    
          40          69          72  0.231788933       1.70017850    
          40          71         134  0.256453782       1.62707520    
          40          72          85   1.23142290       1.71650028    
          40          73          76   1.40372002       1.64743102    
          40          75         138  0.276318491       1.66811705    
          40          76          89  0.815859854       1.62973511    
          40          77          80   1.13511479       1.61685741    
          40          79         142   1.18146873       1.69044876    
          40          80          93  0.775279820       1.60061109    
          40          81          84  0.891061902       1.65211618    
          40          83         146   2.51530218       1.75248313    
          40          84          97  0.790241063       1.67140841    
          40          85          88   1.15361917       1.73232353    
          40          87         150   1.15822768       1.72889638    
          40          88         101  0.443865925       1.64647031    
          40          89          92  0.922216773       1.66697669    
          40          91         154   1.44536388       1.64408696    
          40          92         105   1.19307351       1.64816892    
          40          93          96  0.229416922       1.65734744    
          40          95         158   1.09135413       1.70365143    
          40          96         109  0.760852873       1.65056920    
          40          97         100  0.623729289       1.63106048    
          40          99         162   1.28142643       1.65941727    
          40         100         113   1.02576566       1.68929183    
          40         101         104  0.603245199       1.62252975    
          40         103         166   1.30384159       1.61567080    
          40         104         117   1.20708168       1.55540657    
          40         105         108  0.490792274       1.62717581    
          40         107         170   1.23442745       1.63563657    
          40         108         121  0.965465307       1.60705781    
          40         109         112   1.32058609       1.59708726    
          40         111         174   1.56194878       1.71474922    
          40         112         125  0.871808410       1.76685500    
          40         113         116   1.13030136       1.65627038    
          40         115         178   1.70635688       1.55801749    
          40         117         120   1.34138489       1.69955528    
          40         119         182   1.64021337       1.67338824    
          40         121         124   1.13164675       1.74056053    
          40         123         186   1.27443099       1.60085142    
          40         125         128  0.768954158       1.57613957    
          40         127         190  0.925104082       1.49658334    
          40         129         132  0.880508482       1.71565950    
          40         131         194   1.00862467       1.65550888    
          40         132         145  0.656585515       1.70783865    
          40         133         136  0.766482234       1.69835544    
          40         135         198  0.440934807       1.62619638    
          40         136         149   1.14988768       1.70525527    
          40         137         140   1.85298824       1.65242076    
          40         139         202   1.35248744       1.80217099    
          40         140         153  0.966424227       1.72758508    
          40         141         144   1.24303842       1.56205928    
          40         143         206   1.05898678       1.68981242    
          40         144         157  0.793233395       1.71576190    
          40         145         148   1.52058089       1.66254842    
          40         147         210   1.04776776       1.61744332    
          40         148         161   1.11117256       1.79445696    
          40         149         152   2.24629641       1.61178589    
          40         151         214   1.59281456       1.68543530    
          40         152         165   1.43721890       1.65222692    
          40         153         156  0.385248899       1.69887030    
          40         155         218  0.762431979       1.57538044    
          40         156         169  0.303888887       1.73465812    
          40         157         160  0.856254935       1.65905011    
          40         159         222   1.53456342       1.69952321    
          40         160         173   1.45163417       1.77056849    
          40         161         164  0.765274763       1.75215054    
          40         163         226  0.741062462       1.76844919    
          40         164         177  0.878105104       1.67887902    
          40         165         168  0.819350123       1.63559973    
          40         167         230   1.21499884       1.81034219    
          40         168         181   1.27916348       1.63921654    
          40         169         172  0.439535707       1.62410188    
          40         171         234   1.25147581       1.64798975    
          40         172         185   1.36640394       1.66633952    
          40         173         176   1.05609941       1.63703430    
          40         175         238   1.05916691       1.65738285    
          40         176         189   1.03821695       1.61392701    
          40         177         180  0.712543964       1.68778980    
          40         179         242   1.27720439       1.74959779    
          40         181         184   1.11256003       1.58239639    
          40         183         246   1.40601766       1.61781418    
          40         185         188   1.49147916       1.69231653    
          40         187         250   1.70090926       1.71269453    
          40         189         192   1.63007951       1.67078567    
          40         191         254   1.03116035       1.62289071    
          40         193         196   2.21079230       1.70095503    
          40         196         209   1.03326154       1.70975447    
          40         197         200   1.02585483       1.67596567    
          40         200         213   1.19601786       1.65900016    
          40         201         204   1.40493250       1.61763632    
          40         204         217  0.962425172       1.66565406    
          40         205         208   1.41705680       1.74297738    
          40         208         221   1.22903752       1.70858479    
          40         209         212  0.547090173       1.60350502    
          40         212         225   1.03730178       1.61589921    
          40         213         216   1.53960145       1.65496957    
          40         216         229   1.27308154       1.68001926    
          40         217         220  0.332063854       1.68681633    
          40         220         233  0.670569777       1.65541720    
          40         221         224  0.882616222       1.64792395    
          40         224         237  0.727045178       1.64523196    
          40         225         228   1.89004338       1.61383975    
          40         228         241   1.31068003       1.73377836    
          40         229         232  0.878258705       1.63051343    
          40         232         245   1.50263727       1.68067133    
          40         233         236  0.860429108       1.61839843    
          40         236         249   1.17809248       1.63889122    
          40         237         240  0.817399383       1.61905205    
          40         240         253   1.12403524       1.64165485    
          40         241         244  0.716272056       1.72669780    
          40         245         248   1.26210022       1.63091815    
          40         249         252  0.895639122       1.61265838    
          40         253         256   1.34770048       1.66584218    
          41           1           4   1.30181968       1.66769040    
          41           3          66   1.47199035       1.73342919    
          41           4          17   1.46788514       1.52447975    
          41           5           8  0.559534073       1.66554141    
          41           7          70  0.542555928       1.72761405    
          41           8          21  0.828847229       1.51921082    
          41           9          12   1.30770886       1.69931412    
          41          11          74  0.529510736       1.61429262    
          41          12          25  0.948176622       1.72183752    
          41          13          16   1.57046449       1.63616765    
          41          15          78   1.68444061       1.59490025    
          41          16          29  0.701449573       1.70845699    
          41          17          20  0.740548790       1.64913130    
          41          19          82   1.26681459       1.71516907    
          41          20          33  0.594630539       1.63653290    
          41          21          24   1.06787694       1.88625205    
          41          22         199  0.496326089       1.65457678    
          41          23          86  0.931538761       1.62495446    
          41          24          37   1.55617118       1.65968239    
          41          25          28  0.990812838       1.54300821    
          41          27          90   1.29625809       1.63334823    
          41          28          41  0.987608254       1.57100403    
          41          29          32   1.22268927       1.71312439    
          41          31          94  0.934618592       1.49672377    
          41          32          45   1.34920371       1.60176110    
          41          33          36  0.858368039       1.56279087    
          41          35          98  0.786494792       1.63600099    
          41          36          49  0.853563309       1.67513597    
          41          37          40   1.49047124       1.70005620    
          41          38         215  0.452219993       1.68786466    
          41          39         102   1.63598382       1.64053929    
          41          40          53   1.14126897       1.78184187    
          41          41          44   1.22169650       1.72743893    
          41          43         106  0.981156707       1.55089903    
          41          44          57   1.79303443       1.77074242    
          41          45          48   1.00964177       1.65346193    
          41          47         110   1.11112630       1.60450017    
          41          48          61   1.10948563       1.69702268    
          41          49          52  0.976788461       1.65288627    
          41          51         114  0.989138305       1.54863894    
          41          53          56   1.08981335       1.65037763    
          41          55         118   1.11612713       1.57421684    
          41          57          60   1.43838704       1.72739303    
          41          59         122  0.935906112       1.68328059    
          41          61          64   1.56029868       1.58966100    
          41          63         126  0.937921345       1.71043372    
          41          65          68  0.939637601       1.74223912    
          41          67         130   1.57309687       1.81900263    
          41          68          81  0.863157034       1.77902305    
